package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	cpu16	tensorflow	grid	vanes2019	default	3	618	597.04	3122947	u24-chaihm0-651	2026-05-18T14:26:53+02:00
