package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	gpu	tensorflow	hrf	smallgrid	default	3	56	48.73	3193517	u24-chaihm0-652	2026-05-19T12:15:46+02:00
