package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	cpu	tensorflow	grid	smallgrid	default	3	29	11.70	3193508	u24-chiihm0-622	2026-05-19T10:53:16+02:00
