package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	a100	tensorflow	hrf	largegrid	default	1	320	306.99	3193558	u24-chaiam0-614	2026-05-19T12:55:25+02:00
