package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	a100	tensorflow	hrf	smallgrid	default	2	155	142.98	3193522	u24-chaiam0-614	2026-05-19T12:26:26+02:00
