package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	gpu	tensorflow	grid	smallgrid	default	1	23	7.34	3193512	u24-chaihm0-652	2026-05-19T10:55:49+02:00
