package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
braincoder	gpu	tensorflow	hrf	vanes2019	default	1	3255	3240.22	3193570	u24-chaiam0-614	2026-05-19T13:58:08+02:00
