package	hardware	backend	variant	dataset	n_iter	seed	wall_seconds	internal_fit_seconds	job_id	hostname	timestamp
afni	cpu32	native	default	smallgrid	default	2	110	NA	3122910	u24-chaihm0-636	2026-05-18T14:18:24+02:00
